FACILITY_NAME,site_id,CLASS_STATUS,CONTACT,Latitude,Longitude,LOCATION_ADDRESS_LINE_1,LOCATION_ADDRESS_LINE_2,CITY,STATE,ZIP,NAICS,SIC,COUNTY,PERMIT_DOCUMENT_LINK,PUBLIC_RECORDS_SEARCH_LINK,FACILITY_ECHO_LINK,x,y
Green Acres Land Development - Air Curtain Burner,2700033,Title V,Washington Regional Office,36.119,-75.8357,128 West Side Lane,,Powells Point,NC,27966,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Currituck,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222700033%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222700033%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702700033,-8441991.508,4317007.967000409
"Gr鋘ges Americas, Inc.",8000057,Title V,Mooresville Regional Office,35.6413,-80.4691,1709 Jake Alexander Boulevard South,,Salisbury,NC,28146,"Aluminum Sheet, Plate, and Foil Manufacturing (331315)",Aluminum Sheet Plate & Foil (3353),Rowan,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228000057%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228000057%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708000057,-8957779.237,4251376.394984938
"Guilford County Terminal Company, LLC",4100867,Title V,Winston-Salem Regional Office,36.0731,-79.9294,6376 Burnt Poplar Road,,Greensboro,NC,27409,Other Warehousing and Storage (493190),Special Warehousing & Storage (4226),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100867%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100867%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100867,-8897700.107,4310684.486760494
"H. W. Culp Lumber Co, Inc.",8400020,Title V,Mooresville Regional Office,35.4514,-80.2256,491 Old US 52 Highway,,New London,NC,28127,Sawmills (321113),Sawmills & Planing Mills General (2421),Stanly,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228400020%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228400020%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708400020,-8930672.941,4225395.066251443
HC Composites LLC,3300170,Title V,Raleigh Regional Office,35.8876,-77.5504,1090 West Saint James Street,,Tarboro,NC,27886,Boat Building (336612),Boat Building And Repairing (3732),Edgecombe,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%223300170%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%223300170%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003703300170,-8632871.039,4285166.306871394
"HOM Development, LLC (ACI)",2800051,Title V,Washington Regional Office,35.88,-75.93,17800 Lake Neighborhood Road,,East Lake,NC,27953,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Dare,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222800051%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222800051%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702800051,-8452488.936,4284122.095067954
HQ XVIII ABN Corps & Fort Bragg,2600102,Title V,Fayetteville Regional Office,35.1614,-79.0023,AMIM-BGP,3-1631 Butner Road,Fort Bragg,NC,28310,National Security (928110),National Security (9711),Cumberland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222600102%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222600102%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702600102,-8794495.807,4185836.4484974653
HWS Company Inc. dba Hickory White,1800106,Title V,Mooresville Regional Office,35.7359,-81.3234,9 Lenoir Rhyne Boulevard SE,,Hickory,NC,28602,Nonupholstered Wood Household Furniture Manufacturing (337122),Wood Household Furniture (2511),Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800106%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800106%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800106,-9052879.478,4264342.205414479
"Halyard North Carolina, LLC",2900257,Title V,Winston-Salem Regional Office,35.7682,-80.3205,389 Clyde Fitzgerald Road,,Linwood,NC,27299,Nonwoven Fabric Mills (313230),Nonwoven Fabrics (2297),Davidson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222900257%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222900257%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702900257,-8941237.16,4268772.746989129
Ham Farms LLC - ACI,4000042,Title V,Washington Regional Office,35.428,-77.6623,963 US 258,,Snow Hill,NC,28580,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Greene,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224000042%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224000042%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704000042,-8645327.69,4222197.825188876
Hexion Inc. - Fayetteville Facility,2600009,Title V,Fayetteville Regional Office,35.0292,-78.8619,1411 Industrial Drive,,Fayetteville,NC,28301,All Other Basic Organic Chemical Manufacturing (325199),"Industrial Organic Chemicals,nec (2869)",Cumberland,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222600009%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222600009%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702600009,-8778866.551,4167850.016
"Hickory Chair, LLC",1800102,Title V,Mooresville Regional Office,35.7376,-81.3195,37 9th Street Place SE,,Hickory,NC,28602,Upholstered Household Furniture Manufacturing (337121),Upholstered Household Furniture (2512),Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800102%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800102%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800102,-9052445.332,4264575.346993139
Hickory Springs Manufacturing Company - PTI,1800589,Title V,Mooresville Regional Office,35.7103,-81.3597,1500 13th Street SW,,Hickory,NC,28602,Urethane and Other Foam Product (except Polystyrene) Manufacturing (326150),Plastics Foam Products (3086),Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800589%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800589%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800589,-9056920.375,4260831.969099732
Hood Packaging Corporation,2900116,Title V,Winston-Salem Regional Office,35.896,-80.0581,1308 Blair Street,,Thomasville,NC,27360,Plastics Bag Manufacturing (326111),"Bags: Plastics, Laminated And Coated (2673)",Davidson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222900116%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222900116%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702900116,-8912026.926,4286320.552311582
Hubbell Lenoir City,6400326,Title V,Raleigh Regional Office,35.9803,-77.8525,546 English Road,,Rocky Mount,NC,27804,Unlaminated Plastics Profile Shape Manufacturing (326121),Unsupported Plastics Profile Shapes (3082),Nash,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226400326%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226400326%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706400326,-8666500.657,4297911.020889678
"INGENCO Wholesale Power, LLC - New Bern",2500196,Title V,Washington Regional Office,35.1776,-77.2324,7420 Old Highway 70 West,,New Bern,NC,28562,Electric Power Distribution (221122),Elec & Other Services Combined (4931),Craven,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222500196%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222500196%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702500196,-8597471.441,4188042.5432582623
ITG Brands LLC,4100198,Title V,Winston-Salem Regional Office,36.0794,-79.755,2525 East Market Street,,Greensboro,NC,27401,Cigarette Manufacturing (312221),Cigarettes (2111),Guilford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224100198%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224100198%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704100198,-8878285.988,4311552.196796384
"Iconic Marine Group, LLC",0700151,Title V,Washington Regional Office,35.5215,-77.0478,1653 Whichards Beach Road,,Chocowinity,NC,27817,Boat Building (336612),Boat Building And Repairing (3732),Beaufort,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220700151%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220700151%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700700151,-8576921.863,4234978.695592173
Interflex Group - Carolina Plant,9700122,Title V,Winston-Salem Regional Office,36.1297,-81.2154,3200 West NC Highway 268,,Wilkesboro,NC,28697,Commercial Gravure Printing (323111),"Commercial Printing, Nec (2759)",Wilkes,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%229700122%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%229700122%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003709700122,-9040856.973,4318482.599215559
"International Cushioning Company, LLC - Hickory",1800533,Title V,Mooresville Regional Office,35.6194,-81.3794,6005 North Carolina Highway 10 West,,Hickory,NC,28602,Polystyrene Foam Product Manufacturing (326140),Plastics Foam Products (3086),Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800533%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800533%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800533,-9059113.369,4248376.985539156
International Paper - New Bern Mill,2500104,Title V,Washington Regional Office,35.2137,-77.1172,1785 Weyerhaeuser Road,,Vanceboro,NC,28586,Pulp Mills (322110),Pulp Mills (2611),Craven,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222500104%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222500104%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702500104,-8584647.435,4192960.1760498937
International Paper - Riegelwood Mill,2400036,Title V,Wilmington Regional Office,34.3522,-78.2125,865 John L. Riegel Road,,Riegelwood,NC,28456,Paper Mills  (322120),Pulp Mills (2611),Columbus,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222400036%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222400036%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702400036,-8706575.674,4076192.493977177
Iredell County Landfill,4900311,Title V,Mooresville Regional Office,35.7713,-80.8234,354 Twin Oaks Road,,Statesville,NC,28625,Solid Waste Landfill (562212),Refuse Systems (4953),Iredell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224900311%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224900311%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704900311,-8997219.732,4269198.063849053
"Iredell Transmission, LLC",4900262,Title V,Mooresville Regional Office,35.7695,-80.8255,365 Twin Oaks Road,,Statesville,NC,28625,Natural Gas Distribution (221210),Elec & Other Services Combined (4931),Iredell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224900262%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224900262%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704900262,-8997453.503,4268951.103653965
"JELD-WEN, Inc. - North Wilkesboro",9700175,Title V,Winston-Salem Regional Office,36.19,-81.0872,205 Lanes Drive,,North Wilkesboro,NC,28659,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing (326130)",Laminated Plastics Plate And Sheet (3083),Wilkes,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%229700175%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%229700175%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003709700175,-9026585.814,4326796.671870626
Jackson Paper Manufacturing Company,5000119,Title V,Asheville Regional Office,35.3759,-83.2173,152 West Main Street,,Sylva,NC,28779,Paperboard Mills (322130),Paperboard Mills (2631),Jackson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%225000119%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%225000119%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003705000119,-9263707.461,4215082.516171615
Johnston County Landfill,5100188,Title V,Raleigh Regional Office,35.511,-78.4293,680 County Home Road,,Smithfield,NC,27577,Solid Waste Landfill (562212),Refuse Systems (4953),Johnston,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%225100188%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%225100188%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003705100188,-8730709.739,4233542.669394422
"Jordan Lumber & Supply, Inc.",6200015,Title V,Fayetteville Regional Office,35.2575,-79.9763,1959 Highway 109 South,,Mt Gilead,NC,27306,"Cut Stock, Resawing Lumber, and Planing (321912)",Sawmills & Planing Mills General (2421),Montgomery,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226200015%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226200015%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706200015,-8902920.992,4198929.659440939
K D Phillippie LLC,0100312,Title V,Winston-Salem Regional Office,35.996,-79.503,4115 Clapp Mill Road,,Burlington,NC,27215,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Alamance,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220100312%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220100312%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700100312,-8850233.477,4300070.992
"K-Flex USA, LLC",3500067,Title V,Raleigh Regional Office,36.007,-78.4804,100 K-Flex Way,,Youngsville,NC,27596,Urethane and Other Foam Product (except Polystyrene) Manufacturing (326150),Plastics Foam Products (3086),Franklin,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%223500067%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%223500067%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003703500067,-8736398.165,4301584.604002307
